comp,post_bugs,size,complexity,prior_changes,change_churn,prior_bugs,total,minor,major,ownership,entropy,review_rate,review_churn_rate,voters,minor_voters,major_voters,voter_ownership,self_reviews,too_quick,little_discussion,median_revspeed,mean_revspeed,median_discussion,mean_discussion,minor_wrote_no_major_revd,minor_wrote_no_owner_revd,median_voterscore,mean_voterscore,actors,minor_actors,major_actors,actor_ownership,owner_more_author,median_maxexp,mean_maxexp,median_minexp,mean_minexp,subsystem,DataClass,TraditionBreaker,SchizophrenicClass,GodClass,GodModule,SchizophrenicModule,DataModule,FeatureEnvy,DataClumps,SiblingDuplication,InternalDuplication,ExternalDuplication,MessageChains
Modules/Filtering/Smoothing/include,0,337,0.278931751,5,33,1,2,0,2,0.8,1,1,1,5,0,5,0.666666667,1,1,1,5290.42517,51233.49512,0.020408163,0.130543715,5,5,0,0.025,10,0,10,0.5,1,0.628682171,0.604069767,0.316666667,0.308914729,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Filtering/SpatialFunction/include,0,34,0.205882355,1,1,0,1,0,1,1,1,1,1,3,0,3,1,0,1,1,4.04193038,4.04193038,0.000791139,0.000791139,0,0,0,0,4,0,4,1,1,1,1,0.333333333,0.333333333,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Filtering/Thresholding/include,0,1554,0.25032175,10,372,1,6,0,6,0.4,0.991260344,1,1,8,0,8,0.714285714,1,1,4,257.9259259,242.7134985,0.035714286,0.031797427,1,4,0.1,0.066666667,13,0,13,0.571428571,0,0.666666667,0.719551856,0.366666667,0.372063618,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/IO/BioRad/include,0,54,0.185185187,2,3,0,2,0,2,0.5,1,1,1,3,0,3,1,2,2,2,2.805447948,2.805447948,0.009016259,0.009016259,0,0,0,0,6,0,6,0.666666667,1,1,0.888888889,0.125,0.186111111,ITK,2,0,0,0,0,0,0,1,0,0,0,0,0
Modules/IO/BMP/include,0,65,0.13846154,3,5,0,3,0,3,0.333333333,1,1,1,3,0,3,1,2,3,2,4.04193038,7.046455808,0.010989011,0.009673843,0,0,0,0,7,0,7,0.5,1,1,0.916666667,0.1625,0.189583333,ITK,2,0,0,0,0,0,0,0,0,1,0,0,0
Modules/IO/CSV/include,2,190,0.384210527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,6,0.666666667,0,0.666666667,0.555555556,0.666666667,0.555555556,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/IO/DCMTK/include,0,488,0.163934426,2,852,1,2,0,2,0.5,1,1,1,3,0,3,0.5,0,0,0,181.2946899,181.2946899,0.125589623,0.125589623,0,0,0.25,0.25,5,0,5,1,1,1,1,1,1,ITK,3,0,0,0,0,0,0,0,0,0,1,0,0
Modules/IO/GDCM/include,0,200,0.375,2,9,0,2,0,2,0.5,1,1,1,3,0,3,1,1,2,2,2.805447948,2.805447948,0.009016259,0.009016259,0,0,0.25,0.25,14,0,14,0.555555556,0,0.666666667,0.691358025,0.333333333,0.349131496,ITK,3,0,0,1,0,0,0,0,0,0,0,0,0
Modules/IO/GE/include,0,1455,0.018556701,2,5,0,2,0,2,0.5,1,1,1,3,0,3,1,2,2,2,2.805447948,2.805447948,0.009016259,0.009016259,0,0,0,0,6,0,6,0.5,1,1,0.916666667,0.1875,0.202083333,ITK,7,0,0,0,0,0,0,3,0,0,0,0,0
Modules/IO/GIPL/include,0,57,0.157894738,2,3,0,2,0,2,0.5,1,1,1,3,0,3,1,1,2,1,9.785200954,9.785200954,0.005890075,0.005890075,1,1,0,0,7,0,7,0.666666667,0,1,1,0.2,0.211111111,ITK,2,0,0,0,0,0,0,0,0,1,0,0,0
Modules/IO/HDF5/include,0,104,0.086538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,9,1,1,1,1,1,1,ITK,2,0,0,0,0,0,0,0,0,0,1,0,0
Modules/IO/ImageBase/include,0,1138,0.270650264,6,36,1,4,0,4,0.333333333,0.984338129,1,1,5,0,5,1,1,3,2,120.5678072,985.0106566,0.014115195,0.050653488,0,0,0.166666667,0.166666667,8,0,8,0.75,0,0.888888889,0.868055556,0.460784314,0.442158288,ITK,5,0,0,1,1,0,0,1,0,1,1,1,0
Modules/IO/IPL/include,0,327,0.214067279,2,4,0,2,0,2,0.5,1,1,1,3,0,3,1,1,2,1,9.785200954,9.785200954,0.005890075,0.005890075,1,1,0,0,7,0,7,0.666666667,0,1,1,0.2,0.211111111,ITK,2,0,0,1,0,0,0,1,0,0,0,0,0
Modules/IO/JPEG/include,0,60,0.300000001,2,4,0,2,0,2,0.5,1,1,1,3,0,3,1,1,2,2,2.805447948,2.805447948,0.009016259,0.009016259,0,0,0,0,6,0,6,0.666666667,1,1,0.888888889,0.125,0.186111111,ITK,2,0,0,1,0,0,0,0,0,0,0,0,0
Modules/IO/LSM/include,0,52,0.192307694,2,3,0,2,0,2,0.5,1,1,1,3,0,3,1,1,2,2,2.805447948,2.805447948,0.009016259,0.009016259,0,0,0,0,6,0,6,0.666666667,1,1,0.888888889,0.125,0.186111111,ITK,2,0,0,0,0,0,0,1,0,1,0,0,0
Modules/IO/Mesh/include,0,2430,1.009465021,5,17,2,4,0,4,0.4,1,1,1,5,0,5,0.666666667,1,2,2,114.8245366,953.6795097,0.080049261,0.102722415,0,0,0.4,0.36,11,0,11,0.777777778,0,0.777777778,0.785292539,0.75,0.575874377,ITK,15,0,1,1,0,0,0,1,0,4,3,1,0
Modules/IO/Meta/include,0,345,0.269565218,3,6,0,2,0,2,0.666666667,1,1,1,3,0,3,1,2,2,2,2.805447948,2.805447948,0.009016259,0.009016259,0,0,0,0,6,0,6,0.666666667,1,1,0.888888889,0.125,0.186111111,ITK,2,0,0,1,0,0,0,0,0,1,0,0,0
Modules/IO/NIFTI/include,0,67,0.208955225,1,2,0,1,0,1,1,1,1,1,3,0,3,1,1,1,1,4.04193038,4.04193038,0.000791139,0.000791139,1,1,0,0.333333333,8,0,8,0.666666667,1,1,0.916666667,0.333333333,0.283333333,ITK,2,0,0,1,0,0,0,1,0,0,1,0,0
Modules/IO/NRRD/include,0,54,0.166666668,2,2,0,2,0,2,0.5,1,1,1,5,0,5,1,2,1,1,16959.22097,16959.22097,0.50039557,0.50039557,1,1,0.25,0.25,9,0,9,0.75,0,0.916666667,0.895833333,0.375,0.4,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/IO/PhilipsREC/include,0,214,0.08411215,3,5,0,2,0,2,0.666666667,0.973214633,1,1,4,0,4,1,0,2,2,15.52847153,93.64568952,0.010989011,0.03726005,0,0,0,0,6,0,6,1,0,1,1,0.333333333,0.311111111,ITK,4,0,1,2,0,0,0,2,0,1,2,0,0
Modules/IO/PNG/include,0,57,0.245614036,2,4,0,2,0,2,0.5,1,1,1,3,0,3,1,2,2,2,2.805447948,2.805447948,0.009016259,0.009016259,0,0,0,0,6,0,6,0.666666667,1,1,0.888888889,0.125,0.186111111,ITK,2,0,0,0,0,0,0,0,0,0,1,0,0
Modules/IO/RAW/include,0,82,0.30487805,1,1,0,1,0,1,1,1,1,1,3,0,3,1,1,1,1,4.04193038,4.04193038,0.000791139,0.000791139,0,0,0,0,4,0,4,1,1,1,1,0.333333333,0.333333333,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/IO/Siemens/include,0,342,0.02631579,2,13,0,2,0,2,0.5,1,1,1,3,0,3,1,1,2,2,2.805447948,2.805447948,0.009016259,0.009016259,0,0,0,0,6,0,6,0.666666667,1,1,0.888888889,0.125,0.186111111,ITK,2,0,0,0,0,0,0,1,0,0,0,0,0
Modules/IO/SpatialObjects/include,0,146,0.328767124,1,5,0,1,0,1,1,1,1,1,3,0,3,1,1,1,1,4.04193038,4.04193038,0.000791139,0.000791139,2,2,0,0,8,0,8,0.333333333,1,1,0.777777778,0.333333333,0.255555556,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/IO/Stimulate/include,0,68,0.191176472,2,3,0,2,0,2,0.5,1,1,1,3,0,3,1,2,2,2,2.805447948,2.805447948,0.009016259,0.009016259,0,0,0,0,6,0,6,0.666666667,1,1,0.888888889,0.125,0.186111111,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/IO/TIFF/include,2,101,0.168316833,3,13,0,3,0,3,0.333333333,0.983896562,1,1,5,0,5,0.5,1,2,2,4.04193038,847.4525497,0.017241379,0.029820363,0,0,0.333333333,0.25,11,0,11,0.5,0,0.666666667,0.698529412,0.291666667,0.302495155,ITK,2,0,1,1,0,0,0,1,0,2,1,0,0
Modules/IO/TransformBase/include,0,213,0.225352113,1,6,0,1,0,1,1,1,1,1,3,0,3,1,0,1,1,4.04193038,4.04193038,0.000791139,0.000791139,1,1,0,0.333333333,8,0,8,0.666666667,1,1,0.888888889,0.333333333,0.401129944,ITK,1,0,0,0,0,0,0,0,1,0,0,0,0
Modules/IO/TransformHDF5/include,0,66,0.136363638,2,3,1,2,0,2,0.5,1,1,1,8,0,8,1,1,1,1,1215.012037,1215.012037,0.06289557,0.06289557,0,0,0.5,0.333333333,10,0,10,1,0,1,1,0.4,0.466666667,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/IO/TransformInsightLegacy/include,0,52,0.173076925,2,3,1,2,0,2,0.5,1,1,1,8,0,8,1,1,1,1,1215.012037,1215.012037,0.06289557,0.06289557,0,0,0.5,0.333333333,10,0,10,1,0,1,1,0.4,0.466666667,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/IO/TransformMatlab/include,0,50,0.180000002,1,2,1,1,0,1,1,0,1,1,6,0,6,1,0,0,0,2425.982143,2425.982143,0.125,0.125,1,1,0,0,9,0,9,1,0,1,1,0.533333333,0.533333333,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/IO/VTK/include,0,73,0.150684933,3,4,0,2,0,2,0.666666667,1,1,1,3,0,3,1,2,2,2,2.805447948,2.805447948,0.009016259,0.009016259,0,0,0,0,6,0,6,0.666666667,1,1,0.888888889,0.125,0.186111111,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/IO/XML/include,0,475,0.227368421,5,1496,0,3,0,3,0.6,1,1,1,4,0,4,0.5,1,1,1,161.8108355,1439.139115,0.010812236,0.068033215,1,1,0.2,0.12,7,0,7,0.5,1,1,0.833333333,0.5,0.405555556,ITK,4,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Nonunit/Review/include,0,5818,0.240976281,17,478,4,10,0,10,0.235294118,0.978711107,1,1,10,0,10,0.727272727,1,4,4,100.7047064,330.7332087,0.010989011,0.028739747,13,21,0.117647059,0.112825458,21,8,13,0.4,0,0.581168831,0.550396003,0.3,0.290679653,ITK,12,0,0,2,0,0,0,1,0,1,3,0,0
Modules/Numerics/Eigen/include,0,87,0.252873564,2,4,0,2,0,2,0.5,1,1,1,3,0,3,1,0,1,1,4.04193038,4.04193038,0.000791139,0.000791139,0,0,0.25,0.25,6,0,6,1,0,1,1,0.333333333,0.333333333,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Numerics/FEM/include,0,3935,0.155273189,8,1033,0,5,0,5,0.25,0.994750797,1,1,6,0,6,0.666666667,1,2,2,72.80235319,102.3328409,0.00976801,0.11498488,3,3,0,0.107142857,13,0,13,0.4,0,0.571428571,0.675931495,0.333333333,0.289003322,ITK,12,0,2,0,0,0,0,0,6,0,1,0,0
Modules/Numerics/FEM/src,0,3642,0.227073037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Numerics/NarrowBand/include,0,234,0.196581197,2,6,0,2,0,2,0.5,1,1,1,3,0,3,1,0,1,1,4.04193038,4.04193038,0.000791139,0.000791139,3,3,0,0,8,0,8,0.75,1,0.75,0.8125,0.273643411,0.25620155,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Numerics/NeuralNetworks/include,0,1443,0.275121275,4,13,0,2,0,2,0.5,0.986780532,1,1,4,0,4,1,1,2,2,15.52847153,93.64568952,0.010989011,0.03726005,0,0,0,0,7,0,7,0.75,0,1,0.8125,0.291666667,0.295833333,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Numerics/Optimizers/include,0,1509,0.359840954,3,28,0,3,0,3,0.333333333,1,0.666666667,0.928571429,6,0,6,0.5,0,1,1,4.04193038,4.04193038,0.000791139,0.000791139,4,4,0.166666667,0.166666667,15,0,15,0.538461538,0,0.714285714,0.698688209,0.333333333,0.353902508,ITK,25,0,1,0,0,0,0,0,1,0,0,0,0
Modules/Numerics/Optimizersv4/include,0,1066,0.235459662,26,2251,1,9,6,3,0.461538462,0.986040947,1,1,11,0,11,0.666666667,2,2,5,164.6111111,5172.201552,0.045454545,0.104846662,4,5,0.038461538,0.087044534,11,0,11,0.684210526,0,0.684210526,0.669286914,0.610169492,0.560540355,ITK,6,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Numerics/Polynomials/include,0,158,0.139240507,2,2,0,1,0,1,1,1,1,1,4,0,4,1,2,1,1,335.9121217,335.9121217,0.024205093,0.024205093,2,2,0,0,8,0,8,0.5,0,0.818181818,0.784090909,0.416666667,0.358333333,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Numerics/Statistics/include,0,5552,0.207672911,10,1198,0,7,0,7,0.3,0.985203609,1,1,7,0,7,0.625,2,1,2,777.9856411,634.5527279,0.058258258,0.113063716,6,9,0.3,0.178787879,23,9,14,0.555555556,0,0.595348837,0.623749213,0.361111111,0.386683693,ITK,9,0,1,0,0,0,0,0,0,0,0,0,0
Modules/Registration/Common/include,0,3287,0.262549437,21,1277,2,9,4,5,0.238095238,0.977445904,1,1,11,0,11,0.6,4,2,2,150.3135038,2484.009045,0.011849262,0.082587662,6,9,0.238095238,0.157142857,23,9,14,0.680851064,0,0.680851064,0.710981482,0.4,0.447403959,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Registration/FEM/include,0,725,0.264827586,4,222,0,3,0,3,0.5,1,1,1,5,0,5,1,1,1,2,127.1145833,190.627935,0.005319149,0.008981207,2,3,0.375,0.275,11,0,11,0.583333333,0,0.583333333,0.630482456,0.45,0.41039916,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Registration/GPUCommon/include,0,99,0.161616162,3,231,1,3,0,3,0.333333333,1,1,1,5,0,5,0.5,0,1,1,104.5346045,104.5346045,0.00344435,0.00344435,0,0,0.166666667,0.166666667,6,0,6,1,0,1,1,0.416666667,0.416666667,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Registration/GPUPDEDeformable/include,0,321,0.137071651,3,877,1,3,0,3,0.333333333,1,1,1,5,0,5,0.5,0,1,1,104.5346045,104.5346045,0.00344435,0.00344435,0,0,0.166666667,0.166666667,6,0,6,1,0,1,1,0.416666667,0.416666667,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Registration/Metricsv4/include,1,2144,0.157649254,34,4288,0,11,6,5,0.529411765,0.979575978,1,1,11,4,7,0.52173913,7,1,6,270.4767158,1820.141323,0.024702381,0.08730097,3,6,0.058823529,0.06004902,17,5,12,0.551724138,0,0.551724138,0.587107221,0.551724138,0.472178727,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Registration/PDEDeformable/include,1,743,0.201884253,2,8,0,2,0,2,0.5,1,1,1,5,0,5,0.5,0,1,1,130.9839282,130.9839282,0.007971327,0.007971327,1,1,0.5,0.333333333,8,0,8,0.75,0,0.75,0.726973684,0.4,0.381780303,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Registration/RegistrationMethodsv4/include,2,411,0.343065694,17,1007,1,5,0,5,0.588235294,0.97922053,1,1,6,0,6,0.769230769,3,0,4,441.522855,1643.537704,0.020833333,0.041800221,0,1,0.176470588,0.235294118,8,0,8,0.823529412,1,0.823529412,0.789086426,0.815789474,0.64566986,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/BioCell/include,0,340,0.047058824,1,10,0,1,0,1,1,1,1,1,3,0,3,1,1,1,1,4.04193038,4.04193038,0.000791139,0.000791139,3,3,0,0,7,0,7,0.75,1,0.875,0.875,0.541666667,0.483333333,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/Classifiers/include,0,475,0.218947369,5,37,1,4,0,4,0.4,1,1,1,5,0,5,1,1,2,2,21.67727273,107329.469,0.009090909,0.054757302,2,4,0.1,0.16,13,0,13,0.428571429,0,0.522727273,0.593132708,0.263888889,0.248418803,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/ConnectedComponents/include,0,539,0.241187384,4,47,1,3,0,3,0.5,1,1,1,4,0,4,1,1,1,1,1993.361905,1573.767945,0.047619048,0.182803396,1,4,0.25,0.208333333,9,0,9,0.625,1,0.666666667,0.652462121,0.25,0.267393411,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/DeformableMesh/include,0,215,0.325581396,4,22,0,3,0,3,0.5,1,1,1,3,0,3,1,2,1,2,145.8779445,141.469109,0.009262436,0.007187493,0,0,0,0,6,0,6,0.666666667,0,0.666666667,0.737373737,0.108695652,0.161835749,ITK,1,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/KLMRegionGrowing/include,0,309,0.226537217,1,3,0,1,0,1,1,1,1,1,3,0,3,1,1,1,1,4.04193038,4.04193038,0.000791139,0.000791139,1,1,0,0,6,0,6,0.5,1,1,1,0.216666667,0.216666667,ITK,4,0,1,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/LabelVoting/include,3,376,0.316489362,4,323,0,4,0,4,0.25,1,1,1,4,0,4,0.666666667,1,1,2,140.8249782,17510.54797,0.006142899,0.253269234,2,2,0,0.1,12,0,12,0.571428571,0,0.571428571,0.616389093,0.333333333,0.36945929,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/LevelSets/include,0,3205,0.229953198,11,220,2,5,0,5,0.454545455,0.977686537,1,1,6,0,6,0.857142857,3,3,5,100.7047064,332.8756631,0.009433962,0.030611905,3,3,0,0.090909091,13,0,13,0.538461538,1,0.714285714,0.758015938,0.333333333,0.298933741,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/LevelSetsv4/include,0,3003,0.16949717,15,3379,0,5,0,5,0.533333333,0.98256247,1,1,6,0,6,0.6,1,3,4,410.0531971,3283.369676,0.014775669,0.081788094,0,1,0.2,0.130081301,12,6,6,0.956521739,1,0.956521739,0.943174658,0.956521739,0.865545241,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/LevelSetsv4Visualization/include,0,587,0.136286201,4,475,0,4,0,4,0.25,1,1,1,6,0,6,0.75,0,2,1,7.298264448,2339.526097,0.000791139,0.111553747,0,0,0.25,0.166666667,8,0,8,0.842105263,1,0.842105263,0.838010358,0.842105263,0.734184145,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/MarkovRandomFieldsClassifiers/include,0,261,0.30651341,1,3,0,1,0,1,1,1,1,1,3,0,3,1,0,1,1,4.04193038,4.04193038,0.000791139,0.000791139,1,1,0,0,9,0,9,0.5,1,0.397058824,0.511029412,0.238095238,0.279761905,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
Modules/Segmentation/RegionGrowing/include,0,321,0.352024922,2,20,0,2,0,2,0.5,1,1,1,5,0,5,1,0,1,2,2631.26541,2631.26541,0.033728903,0.033728903,1,1,0,0.166666667,8,0,8,0.666666667,0,0.75,0.805555556,0.333333333,0.416666667,ITK,0,0,0,0,0,0,0,0,0,0,0,0,0
